name,dependency_pkg
py21,pandas
py21,paramtools
py21,tqdm
2048-py,termcolor
py115,requests
py115,pycryptodome
py115,lz4
py115,pytz
py416,send2trash
py416,py-cpuinfo
py416,py7zr
py48,pandas
py400,pyodbc
py400,itoolkit
py50,pandas
py50,scipy
py50,matplotlib
py50,numpy
